,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName,Region,Political
524875,Kim Stabile,F,SBD,29.5,97.52,79.38,127.01,24-34,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524876,Danielle Bond,F,SBD,32.5,136.08,77.11,165.56,24-34,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524877,Bonnie Cobleigh,F,SBD,50.0,136.08,74.84,161.03,50-54,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524878,Barbara Majewski,F,SBD,,136.08,65.77,167.83,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524880,Kate Thomas,F,SBD,,113.4,56.7,136.08,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524884,Laura DeVincent,F,SBD,,86.18,52.16,90.72,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524885,Lana Sova,F,SBD,,95.25,45.36,129.27,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524928,Patricia Gardner,F,SBD,,102.06,74.84,124.74,40-44,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524929,Melissa Thompson,F,SBD,35.5,106.59,65.77,131.54,35-39,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524968,Tracy Faris,F,SBD,,99.79,49.9,104.33,45-49,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524969,Ashley Hanson,F,SBD,,99.79,58.97,104.33,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524970,Nicole Roy,F,SBD,,99.79,54.43,131.54,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524971,Lindsay Martin,F,SBD,,115.67,63.5,136.08,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524972,Stephanie Hanson,F,SBD,24.0,111.13,56.7,149.69,24-34,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524973,Gina Trakadas,F,SBD,,92.99,65.77,117.93,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524974,Janelle Kern,F,SBD,,95.25,58.97,115.67,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524975,Rita Rose Monahan,F,SBD,,102.06,47.63,108.86,16-17,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524976,Stephanie Polukort,F,SBD,,113.4,45.36,127.01,20-23,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524977,Shauna Hobson,F,SBD,30.5,120.2,70.31,133.81,24-34,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
524978,Angela Langley,F,SBD,,124.74,65.77,124.74,,RPS,2016,USA,CT,New England Revolution,Northeast,Purple
525013,April Callahan,F,SBD,,45.36,38.56,79.38,40-44,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525014,Amanda Maher,F,SBD,,56.7,52.16,83.91,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525015,Angelina Yurovchak,F,SBD,,70.31,36.29,113.4,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525016,Sharon Fillmor,F,SBD,,79.38,56.7,102.06,50-54,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525017,Sharon Fillmore,F,SBD,,79.38,56.7,102.06,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525018,Shannon Schriver,F,SBD,30.5,81.65,56.7,136.08,24-34,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525019,Linda Hydro,F,SBD,,83.91,63.5,117.93,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525020,Lisa Marquette,F,SBD,34.5,124.74,58.97,138.35,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525021,Alexa Cooper,F,SBD,,90.72,65.77,129.27,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525022,Jenna Colligan,F,SBD,,70.31,43.09,90.72,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525023,Shera Chase,F,SBD,,74.84,54.43,120.2,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525024,Jodie Burford,F,SBD,24.5,195.04,83.91,192.78,24-34,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525025,Brianna Rodgers,F,SBD,,86.18,49.9,127.01,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525026,Alyssa Furukawa,F,SBD,,92.99,38.56,115.67,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525027,Julia Bachman,F,SBD,,97.52,52.16,113.4,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525028,Jessica Rivera,F,SBD,,83.91,61.23,124.74,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525029,Kaity Lang,F,SBD,,117.93,79.38,142.88,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525030,Tiffany Martin,F,SBD,,136.08,47.63,124.74,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525031,Jeannie Nutter,F,SBD,30.5,127.01,65.77,151.95,24-34,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525032,Yael Nelson,F,SBD,,142.88,83.91,170.1,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525033,Kaitlyn Rakowski,F,SBD,,97.52,56.7,115.67,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525034,Sherine Marcelle,F,SBD,23.0,133.81,63.5,170.1,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525035,Jenn Frazier,F,SBD,,90.72,54.43,108.86,45-49,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525036,Jessica Eager,F,SBD,,99.79,47.63,140.61,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525037,Jessica Banotai,F,SBD,26.5,113.4,65.77,138.35,24-34,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525039,Jenelle Gooch,F,SBD,,106.59,56.7,149.69,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525040,Makayla Smale,F,SBD,,111.13,72.57,154.22,16-17,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525041,Mackenzie Pezzi,F,SBD,23.0,145.15,79.38,158.76,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525043,Stella Krupinski,F,SBD,,215.46,106.59,20.41,50-54,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525044,Stella Krupinski,F,SBD,,215.46,106.59,20.41,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525045,Christyn Rutter,F,SBD,,95.25,52.16,115.67,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525046,Ashley Schutt,F,SBD,,95.25,52.16,129.27,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525047,Heather Derechinsky,F,SBD,,136.08,68.04,142.88,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525048,Skyler Doss,F,SBD,,161.03,79.38,174.63,20-23,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525049,Amy Babiak,F,SBD,,104.33,54.43,136.08,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525050,Jessica Suhoney,F,SBD,,102.06,68.04,145.15,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525051,Jill DeMarco,F,SBD,,124.74,68.04,147.42,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525052,Mary Kay Stauffer,F,SBD,,104.33,68.04,145.15,40-44,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525053,Dusty Armstrong,F,SBD,,81.65,63.5,115.67,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525054,Morgan Brady,F,SBD,,147.42,79.38,154.22,,RPS,2016,USA,PA,18th Annual PowerPalooza,Northeast,Periwinkle
525195,Denise Bloom,F,SBD,,72.57,43.09,81.65,45-49,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525196,Jane Pardy,F,SBD,,36.29,20.41,52.16,70-74,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525197,Tiffany Mann,F,SBD,,90.72,49.9,117.93,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525198,Magalie Lawrence,F,SBD,,72.57,29.48,97.52,45-49,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525199,Elizabeth Lewy,F,SBD,,40.82,34.02,81.65,55-59,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525200,Alice Geiling,F,SBD,,34.02,29.48,70.31,80-999,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525201,Jamie Page Deaton,F,SBD,,79.38,49.9,115.67,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525202,Alena Pardoe,F,SBD,48.5,102.06,63.5,124.74,45-49,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525203,Nicole Hurley,F,SBD,,86.18,70.31,124.74,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525204,Emily Antonivich,F,SBD,,106.59,52.16,92.99,16-17,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525205,Summer Barnes,F,SBD,20.5,127.01,54.43,142.88,20-23,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525206,Valerie Thompson,F,SBD,,97.52,52.16,108.86,55-59,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525207,Joanne Skerritt,F,SBD,,85.05,40.82,102.06,65-69,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525208,Holly Troyer,F,SBD,32.5,79.38,47.63,113.4,24-34,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525209,Lisa Young,F,SBD,,102.06,49.9,147.42,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525211,Laura Williams #1,F,SBD,,113.4,49.9,124.74,20-23,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525212,Valerie King,F,SBD,,136.08,74.84,138.35,20-23,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525213,Sarah Buehne,F,SBD,,97.52,49.9,113.4,45-49,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525214,Laura Bellerose,F,SBD,,188.24,90.72,170.1,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525216,Jacqueline Housemen,F,SBD,,117.93,61.23,138.35,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525217,Alicia Tuovila,F,SBD,,102.06,65.77,140.61,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525218,Christina Kumka,F,SBD,,124.74,65.77,170.1,,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525224,Annmarie Navojosky,F,SBD,,102.06,52.16,113.4,16-17,RPS,2016,USA,NH,Vermont and New Hampshire State Championships,Northeast,Blue
525293,Layla Merkh,F,SBD,11.0,61.23,27.22,72.57,5-12,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525294,Amber Gregorio,F,SBD,,86.18,47.63,117.93,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525295,Kate Motter,F,SBD,,97.52,49.9,133.81,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525296,Emily Gillespie,F,SBD,20.5,120.2,58.97,145.15,20-23,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525297,Mercedes Carota,F,SBD,,102.06,65.77,140.61,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525298,Michelle Horowitz,F,SBD,,102.06,56.7,113.4,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525299,Melissa Curtis,F,SBD,50.5,113.4,56.7,124.74,50-54,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525300,Sherrie Yacalis,F,SBD,,90.72,63.5,124.74,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525301,Stella Silvestrini,F,SBD,,115.67,54.43,124.74,20-23,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525302,Jenaye Tyno,F,SBD,,83.91,49.9,113.4,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525303,Colleen Secor,F,SBD,38.5,113.4,74.84,154.22,35-39,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525305,Ann Claire Bales,F,SBD,34.5,79.38,47.63,108.86,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525306,Heather Freeborn,F,SBD,,111.13,52.16,120.2,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525307,Genevieve Washington,F,SBD,,102.06,61.23,113.4,45-49,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525308,Gina Scrocchi,F,SBD,,142.88,83.91,190.51,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525309,Chante Jones,F,SBD,,154.22,72.57,174.63,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525310,Jessica Carbone,F,SBD,39.5,145.15,74.84,158.76,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525311,Jill Behrns,F,SBD,24.5,102.06,56.7,136.08,24-34,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525312,Chari Mayer,F,SBD,,167.83,81.65,151.95,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525313,Carrie Tolerico,F,SBD,,172.37,72.57,147.42,,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525314,Lisa Noble,F,SBD,,106.59,58.97,115.67,50-54,RPS,2016,USA,NY,Spring Supremacy,Northeast,Blue
525422,April Shumaker,F,SBD,,122.5,92.5,142.5,,RPS,2016,USA,CA,US Open,West,Blue
525423,Stacia-Al Mahoe,F,SBD,,112.5,77.5,165.0,,RPS,2016,USA,CA,US Open,West,Blue
525424,Lisa Guggisberg,F,SBD,35.5,157.5,77.5,175.0,35-39,RPS,2016,USA,CA,US Open,West,Blue
525425,Emily Hu #1,F,SBD,,132.5,125.0,185.0,,RPS,2016,USA,CA,US Open,West,Blue
525426,Susan Salazar,F,SBD,,197.5,117.5,212.5,,RPS,2016,USA,CA,US Open,West,Blue
525427,Kaitlin McCanless,F,SBD,26.5,170.0,80.0,182.5,24-34,RPS,2016,USA,CA,US Open,West,Blue
525428,Eva Dunbar,F,SBD,34.0,192.5,122.5,230.0,24-34,RPS,2016,USA,CA,US Open,West,Blue
525429,Laurie,F,SBD,,,,,,RPS,2016,USA,CA,US Open,West,Blue
525430,Liz Freel,F,SBD,,250.0,150.0,215.0,,RPS,2016,USA,CA,US Open,West,Blue
525431,Alyssa Smith,F,SBD,,170.0,92.5,210.0,,RPS,2016,USA,CA,US Open,West,Blue
525432,Andi Corder,F,SBD,,215.0,82.5,220.0,,RPS,2016,USA,CA,US Open,West,Blue
525433,Tarra Oravec,F,SBD,23.5,190.0,117.5,210.0,,RPS,2016,USA,CA,US Open,West,Blue
525434,Anna Khudayarov,F,SBD,28.0,242.5,125.0,230.0,24-34,RPS,2016,USA,CA,US Open,West,Blue
525435,Breanne Gomez,F,SBD,35.0,182.5,105.0,167.5,35-39,RPS,2016,USA,CA,US Open,West,Blue
525436,Sammi Johnson,F,SBD,29.5,220.0,112.5,227.5,24-34,RPS,2016,USA,CA,US Open,West,Blue
525437,Brittany Pryor,F,SBD,29.5,,,255.0,24-34,RPS,2016,USA,CA,US Open,West,Blue
525438,Rachel Zipsie,F,SBD,,205.0,50.0,182.5,,RPS,2016,USA,CA,US Open,West,Blue
525467,Alaina Ross,F,SBD,,83.91,43.09,106.59,20-23,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525468,Derica Crowley,F,SBD,,108.86,77.11,122.47,20-23,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525469,Amber Grimm,F,SBD,,97.52,56.7,120.2,,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525470,Victoria Kuntz,F,SBD,20.5,97.52,65.77,120.2,20-23,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525471,Kendra Saffell,F,SBD,21.5,122.47,68.04,147.42,20-23,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525472,Jordan Zeunges,F,SBD,,136.08,81.65,181.44,,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525473,Lauren Griffith,F,SBD,,86.18,43.09,120.2,20-23,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525474,Kelsey Gavlick,F,SBD,,86.18,61.23,122.47,20-23,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525475,Karen Guo,F,SBD,24.5,129.27,79.38,154.22,24-34,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525476,Cora Galanti,F,SBD,19.5,113.4,52.16,136.08,,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525477,Stacee Maushart,F,SBD,,92.99,56.7,124.74,,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525478,Julie Colteryahn,F,SBD,,113.4,77.11,140.61,18-19,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525479,Alaina Hernandez,F,SBD,,206.38,104.33,195.04,,RPS,2016,USA,PA,Inferno,Northeast,Periwinkle
525525,Grace Meloy,F,SBD,23.5,102.51,62.51,130.0,,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525526,Taylor Guay,F,SBD,,119.93,67.49,142.52,,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525527,Kassie Hipsher,F,SBD,,97.52,65.0,114.99,,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525528,Chelsea Courter,F,SBD,,107.5,60.01,110.0,,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525529,Elizabeth Hughes,F,SBD,28.5,197.49,117.48,170.01,24-34,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525530,Olivia Davis,F,SBD,,102.51,60.01,134.99,,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525531,Chelsea Grachek,F,SBD,,137.48,57.52,159.98,,RPS,2016,USA,OH,Eaton Barbell Battle,Midwest,Purple
525575,Anne Ross,F,SBD,,90.72,58.97,138.35,,RPS,2016,USA,TN,King of Spring,South,Red
525576,Sarah Ogg,F,SBD,,83.91,47.63,102.06,,RPS,2016,USA,TN,King of Spring,South,Red
525577,Kelsey Overly,F,SBD,,111.13,72.57,127.01,,RPS,2016,USA,TN,King of Spring,South,Red
525578,Brittany Gilliam,F,SBD,,92.99,61.23,133.81,,RPS,2016,USA,TN,King of Spring,South,Red
525579,Amanda Cline,F,SBD,,83.91,47.63,106.59,,RPS,2016,USA,TN,King of Spring,South,Red
525580,Lauren Mitchell,F,SBD,29.5,102.06,38.56,106.59,24-34,RPS,2016,USA,TN,King of Spring,South,Red
525581,Stephanie Moe,F,SBD,22.5,124.74,56.7,142.88,20-23,RPS,2016,USA,TN,King of Spring,South,Red
525582,Amber Reap,F,SBD,,106.59,63.5,115.67,,RPS,2016,USA,TN,King of Spring,South,Red
525583,Amanda H. Armistead,F,SBD,,108.86,61.23,113.4,,RPS,2016,USA,TN,King of Spring,South,Red
525584,Desiree Destress Bushnell,F,SBD,,68.04,45.36,88.45,,RPS,2016,USA,TN,King of Spring,South,Red
525585,Jennifer Moss,F,SBD,33.5,74.84,54.43,113.4,24-34,RPS,2016,USA,TN,King of Spring,South,Red
525586,Jennie Allen,F,SBD,,88.45,45.36,111.13,55-59,RPS,2016,USA,TN,King of Spring,South,Red
525587,Elyse Lovelace,F,SBD,,127.01,47.63,142.88,,RPS,2016,USA,TN,King of Spring,South,Red
525588,Kenzie Stewart,F,SBD,,127.01,68.04,124.74,,RPS,2016,USA,TN,King of Spring,South,Red
525589,Kenzie Stewart,F,SBD,,127.01,68.04,124.74,18-19,RPS,2016,USA,TN,King of Spring,South,Red
525590,Annie Dohack,F,SBD,,140.61,83.91,154.22,,RPS,2016,USA,TN,King of Spring,South,Red
525591,Shereen Bienze,F,SBD,,124.74,81.65,147.42,,RPS,2016,USA,TN,King of Spring,South,Red
525592,Courtney Kreuger,F,SBD,,136.08,90.72,151.95,20-23,RPS,2016,USA,TN,King of Spring,South,Red
525593,Hannah Hayes,F,SBD,22.5,111.13,52.16,111.13,20-23,RPS,2016,USA,TN,King of Spring,South,Red
525594,Christy Potts,F,SBD,,122.47,68.04,145.15,40-44,RPS,2016,USA,TN,King of Spring,South,Red
525595,Christy Potts,F,SBD,,122.47,68.04,145.15,,RPS,2016,USA,TN,King of Spring,South,Red
525596,Sarah Hunt,F,SBD,,111.13,70.31,142.88,,RPS,2016,USA,TN,King of Spring,South,Red
525597,Alison Vanelli,F,SBD,,185.97,72.57,163.29,,RPS,2016,USA,TN,King of Spring,South,Red
525634,Cindy Meeker,F,SBD,,120.2,61.23,129.27,,RPS,2016,USA,TN,Tennessee Spring Mayhem,South,Red
525635,Cindy Meeker,F,SBD,,120.2,61.23,129.27,55-59,RPS,2016,USA,TN,Tennessee Spring Mayhem,South,Red
525636,Kristen Bales,F,SBD,23.5,131.54,61.23,185.97,,RPS,2016,USA,TN,Tennessee Spring Mayhem,South,Red
525637,Katherine DeCoster,F,SBD,,115.67,77.11,149.69,,RPS,2016,USA,TN,Tennessee Spring Mayhem,South,Red
525656,Jamie Silver,F,SBD,29.5,97.52,34.02,102.06,24-34,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525657,Linda Guthrie,F,SBD,,74.84,54.43,108.86,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525658,Yelena Espinoza,F,SBD,,102.06,58.97,151.95,18-19,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525659,Colleen Courbron,F,SBD,,113.4,47.63,113.4,20-23,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525660,Julia Ladewski,F,SBD,34.5,136.08,83.91,158.76,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525661,Shannon Lynch,F,SBD,23.5,113.4,58.97,145.15,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525662,April Doherty,F,SBD,,79.38,45.36,102.06,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525663,Jewel Alloway,F,SBD,,74.84,38.56,124.74,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525664,Kaylan Ostrander,F,SBD,,138.35,70.31,167.83,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525665,Brandi Washington,F,SBD,38.5,111.13,72.57,163.29,35-39,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525666,Katelyn Morytko,F,SBD,,113.4,49.9,142.88,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525667,Diana Bramble,F,SBD,,83.91,49.9,117.93,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525668,Christina Cope,F,SBD,,127.01,54.43,136.08,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525669,Megan Connelly,F,SBD,,111.13,54.43,138.35,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525670,Caitlin Walters,F,SBD,,99.79,56.7,122.47,20-23,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525671,Aranda Brown,F,SBD,34.5,147.42,63.5,192.78,,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525672,Susan Knause,F,SBD,,120.2,65.77,149.69,45-49,RPS,2016,USA,MD,Mid-Atlantic State Championships and Military Nationals,South,Blue
525751,Linzi Mattingly,F,SBD,21.5,75.0,45.0,95.0,20-23,RPS,2016,USA,KY,Braggin' Rights,South,Red
525752,Elizabeth Disney,F,SBD,24.5,90.0,47.5,112.5,24-34,RPS,2016,USA,KY,Braggin' Rights,South,Red
525753,Regina Ashley,F,SBD,40.5,92.5,42.5,97.5,40-44,RPS,2016,USA,KY,Braggin' Rights,South,Red
525754,Heather Camp,F,SBD,37.5,87.5,50.0,115.0,35-39,RPS,2016,USA,KY,Braggin' Rights,South,Red
525755,Taner Fowler,F,SBD,,110.0,70.0,142.5,,RPS,2016,USA,KY,Braggin' Rights,South,Red
525756,Erin Morris,F,SBD,,117.5,67.5,120.0,,RPS,2016,USA,KY,Braggin' Rights,South,Red
525757,Maura Minix,F,SBD,,142.5,62.5,150.0,,RPS,2016,USA,KY,Braggin' Rights,South,Red
525758,Ashley Anderson,F,SBD,20.5,120.0,55.0,142.5,20-23,RPS,2016,USA,KY,Braggin' Rights,South,Red
525759,Melinda Jenkins,F,SBD,,85.0,52.5,117.5,,RPS,2016,USA,KY,Braggin' Rights,South,Red
525760,Ashley Crutcher,F,SBD,26.5,192.5,95.0,192.5,24-34,RPS,2016,USA,KY,Braggin' Rights,South,Red
525761,Nathalie Green,F,SBD,,125.0,80.0,192.5,40-44,RPS,2016,USA,KY,Braggin' Rights,South,Red
525762,Heather Ratliff,F,SBD,24.5,175.0,77.5,182.5,24-34,RPS,2016,USA,KY,Braggin' Rights,South,Red
525763,Ashley DeFisher,F,SBD,,102.5,37.5,120.0,,RPS,2016,USA,KY,Braggin' Rights,South,Red
525764,Amy Thomas,F,SBD,38.5,167.5,67.5,197.5,35-39,RPS,2016,USA,KY,Braggin' Rights,South,Red
525765,Lori Auton,F,SBD,,112.5,62.5,137.5,,RPS,2016,USA,KY,Braggin' Rights,South,Red
525808,Kristy Purcell,F,SBD,,102.06,56.7,136.08,,RPS,2016,USA,KY,NKY MAYhem,South,Red
525809,Cassandra Haynes,F,SBD,,102.06,45.36,136.08,,RPS,2016,USA,KY,NKY MAYhem,South,Red
525810,Megan Hauenstein,F,SBD,30.5,104.33,47.63,102.06,24-34,RPS,2016,USA,KY,NKY MAYhem,South,Red
525811,Michelle Barton,F,SBD,,88.45,61.23,129.27,40-44,RPS,2016,USA,KY,NKY MAYhem,South,Red
525812,Angelique Pinkston,F,SBD,30.5,113.4,54.43,151.95,24-34,RPS,2016,USA,KY,NKY MAYhem,South,Red
525813,Kelly Bowen,F,SBD,,158.76,99.79,158.76,,RPS,2016,USA,KY,NKY MAYhem,South,Red
525814,Julie Wieging,F,SBD,,86.18,56.7,129.27,,RPS,2016,USA,KY,NKY MAYhem,South,Red
525815,Jessica Tickle,F,SBD,,136.08,61.23,149.69,,RPS,2016,USA,KY,NKY MAYhem,South,Red
525816,Lisa Sheipline,F,SBD,38.0,156.49,86.18,174.63,35-39,RPS,2016,USA,KY,NKY MAYhem,South,Red
525817,Jessica Thompson #2,F,SBD,26.5,124.74,61.23,170.1,24-34,RPS,2016,USA,KY,NKY MAYhem,South,Red
525818,Mandi Curry,F,SBD,23.5,142.88,65.77,149.69,,RPS,2016,USA,KY,NKY MAYhem,South,Red
